title,image_url,amazon url,release date,developer,publisher,platforms,genres,rating,description
Pokemon FireRed/LeafGreen ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20FireRed/LeafGreen-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/144-2041419-9734725?url=search-alias%3Daps&field-keywords=Pokemon+FireRed%2FLeafGreen+,,,,,,,
Tetris & Dr. Mario ,https://static-cdn.jtvnw.net/ttv-boxart/Tetris%20&%20Dr.%20Mario-285x380.jpg,https://www.amazon.com/Tetris-Dr-Mario-Game-Cartridge-PC/dp/B000035Y5G/ref=sr_1_1?ie=UTF8&qid=1516873334&sr=8-1&keywords=Tetris+%26+Dr.+Mario,,,,,,,
Dark Age of Camelot ,https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Age%20of%20Camelot-285x380.jpg,https://www.amazon.com/Dark-Age-Camelot-Platinum-PC/dp/B00025ALAW/ref=sr_1_1?ie=UTF8&qid=1516873347&sr=8-1&keywords=Dark+Age+of+Camelot,,,,,,,
Life Is Strange: Before the Storm ,https://static-cdn.jtvnw.net/ttv-boxart/Life%20Is%20Strange:%20Before%20the%20Storm-285x380.jpg,https://www.amazon.com/Life-Strange-Before-Storm-Limited-PlayStation/dp/B0792MKTRP/ref=sr_1_1?ie=UTF8&qid=1516873359&sr=8-1&keywords=Life+Is+Strange%3A+Before+the+Storm,,,,,,,
Retro Game Challenge ,https://static-cdn.jtvnw.net/ttv-boxart/Retro%20Game%20Challenge-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/144-1189029-0469619?url=search-alias%3Daps&field-keywords=Retro+Game+Challenge+,,,,,,,
Wormhole Wars ,https://static-cdn.jtvnw.net/ttv-boxart/Wormhole%20Wars-285x380.jpg,https://www.amazon.com/Pandoras-Star-Commonwealth-Peter-Hamilton/dp/0345479211/ref=sr_1_1?ie=UTF8&qid=1516873383&sr=8-1&keywords=Wormhole+Wars,,,,,,,
Kantai Collection ,https://static-cdn.jtvnw.net/ttv-boxart/Kantai%20Collection-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/136-5278088-4898553?url=search-alias%3Daps&field-keywords=Kantai+Collection+,,,,,,,
Dofus ,https://static-cdn.jtvnw.net/ttv-boxart/Dofus-285x380.jpg,https://www.amazon.com/DOFUS-le-FILM/dp/B01BX1VFLW/ref=sr_1_1?ie=UTF8&qid=1516873411&sr=8-1&keywords=Dofus,,,,,,,
Final Fantasy XII: The Zodiac Age ,https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20XII:%20The%20Zodiac%20Age-285x380.jpg,https://www.amazon.com/Final-Fantasy-XII-Zodiac-Age-PlayStation/dp/B01GOQHDJ4/ref=sr_1_1?ie=UTF8&qid=1516873423&sr=8-1&keywords=Final+Fantasy+XII%3A+The+Zodiac+Age,,,,,,,
GoldenEye 007 ,https://static-cdn.jtvnw.net/ttv-boxart/GoldenEye%20007-285x380.jpg,https://www.amazon.com/GoldenEye-007-nintendo-64/dp/B00000DMAT/ref=sr_1_1?ie=UTF8&qid=1516873436&sr=8-1&keywords=GoldenEye+007,,,,,,,
XCOM 2: War of the Chosen ,https://static-cdn.jtvnw.net/ttv-boxart/XCOM%202:%20War%20of%20the%20Chosen-285x380.jpg,https://www.amazon.com/XCOM-Chosen-Xbox-Digital-Code/dp/B074PG2GHV/ref=sr_1_1?ie=UTF8&qid=1516873450&sr=8-1&keywords=XCOM+2%3A+War+of+the+Chosen,,,,,,,
Tomb Raider ,https://static-cdn.jtvnw.net/ttv-boxart/Tomb%20Raider-285x380.jpg,https://www.amazon.com/Rise-Tomb-Raider-Year-Celebration-PlayStation/dp/B013HMN66M/ref=sr_1_1?ie=UTF8&qid=1516873462&sr=8-1&keywords=Tomb+Raider,,,,,,,
Dissidia: Final Fantasy ,https://static-cdn.jtvnw.net/ttv-boxart/Dissidia:%20Final%20Fantasy-285x380.jpg,https://www.amazon.com/Dissidia-Final-Fantasy-Steelbook-Brawler-PlayStation/dp/B074ZQ9F4S/ref=sr_1_1?ie=UTF8&qid=1516873478&sr=8-1&keywords=Dissidia%3A+Final+Fantasy,,,,,,,
Crossout ,https://static-cdn.jtvnw.net/ttv-boxart/Crossout-285x380.jpg,https://www.amazon.com/CreDeOne-Limited-War-World-Tank/dp/B00VOT1C7Q/ref=sr_1_1?ie=UTF8&qid=1516873498&sr=8-1&keywords=Crossout,,,,,,,
XCOM: Enemy Within ,https://static-cdn.jtvnw.net/ttv-boxart/XCOM:%20Enemy%20Within-285x380.jpg,https://www.amazon.com/XCOM-Enemy-Within-Playstation-3/dp/B00EM5UJ8M/ref=sr_1_1?ie=UTF8&qid=1516873515&sr=8-1&keywords=XCOM%3A+Enemy+Within,,,,,,,
Castlevania: Symphony of the Night ,https://static-cdn.jtvnw.net/ttv-boxart/Castlevania:%20Symphony%20of%20the%20Night-285x380.jpg,https://www.amazon.com/Castlevania-Symphony-Night-Pc/dp/B00001OWYW/ref=sr_1_1?ie=UTF8&qid=1516873532&sr=8-1&keywords=Castlevania%3A+Symphony+of+the+Night,,,,,,,
Full Metal Furies ,https://static-cdn.jtvnw.net/ttv-boxart/Full%20Metal%20Furies-285x380.jpg,https://www.amazon.com/Full-Metal-Furies-Xbox-Digital/dp/B078TMTLQN/ref=sr_1_1?ie=UTF8&qid=1516873545&sr=8-1&keywords=Full+Metal+Furies,,,,,,,
Outlast ,https://static-cdn.jtvnw.net/ttv-boxart/Outlast-285x380.jpg,https://www.amazon.com/Outlast-Season-Temperature-Regulating-Blanket/dp/B00K0IJI6O/ref=sr_1_1_sspa?ie=UTF8&qid=1516873560&sr=8-1-spons&keywords=Outlast&psc=1,,,,,,,
The Red Strings Club ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Red%20Strings%20Club-285x380.jpg,https://www.amazon.com/Water-resistance-Waterproof-Flexible-Cuttable-Lighting/dp/B01HRMPBQQ/ref=sr_1_1?ie=UTF8&qid=1516873577&sr=8-1&keywords=The+Red+Strings+Club,,,,,,,
Dirty Bomb ,https://static-cdn.jtvnw.net/ttv-boxart/Dirty%20Bomb-285x380.jpg,https://www.amazon.com/DMApps-Dirty-Bombs-Guide/dp/B016JCMTS8/ref=sr_1_1?ie=UTF8&qid=1516873592&sr=8-1&keywords=Dirty+Bomb,,,,,,,
Astroneer ,https://static-cdn.jtvnw.net/ttv-boxart/Astroneer-285x380.jpg,https://www.amazon.com/D%C3%A9v-apps-Space-adventure/dp/B01N4QW5TF/ref=sr_1_1?ie=UTF8&qid=1516873610&sr=8-1&keywords=Astroneer,,,,,,,
SCP: Secret Laboratory ,https://static-cdn.jtvnw.net/ttv-boxart/SCP:%20Secret%20Laboratory-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/131-0587083-6196326?url=search-alias%3Daps&field-keywords=SCP%3A+Secret+Laboratory+,,,,,,,
Slaves to Armok II: Dwarf Fortress ,https://static-cdn.jtvnw.net/ttv-boxart/Slaves%20to%20Armok%20II:%20Dwarf%20Fortress-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/133-9669874-6278063?url=search-alias%3Daps&field-keywords=Slaves+to+Armok+II%3A+Dwarf+Fortress+,,,,,,,
Call of Duty: Infinite Warfare ,https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Infinite%20Warfare-285x380.jpg,https://www.amazon.com/PlayStation-Infinite-Warfare-Remastered-Digital-4/dp/B071YZWC3R/ref=sr_1_1_sspa?ie=UTF8&qid=1516873648&sr=8-1-spons&keywords=Call+of+Duty%3A+Infinite+Warfare&psc=1,,,,,,,
Super Mario Galaxy 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20Galaxy%202-285x380.jpg,https://www.amazon.com/Super-Mario-Galaxy-Nintendo-Selects-Wii/dp/B005FYJA52/ref=sr_1_1_sspa?ie=UTF8&qid=1516873662&sr=8-1-spons&keywords=Super+Mario+Galaxy+2&psc=1&smid=A1MTMP1LZL4FAB,,,,,,,
Trials Fusion ,https://static-cdn.jtvnw.net/ttv-boxart/Trials%20Fusion-285x380.jpg,https://www.amazon.com/Trials-Fusion-Xbox-One/dp/B00IMVRVA6/ref=sr_1_1?ie=UTF8&qid=1516873676&sr=8-1&keywords=Trials+Fusion,,,,,,,
Mass Effect 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Mass%20Effect%202-285x380.jpg,https://www.amazon.com/Mass-Effect-Platinum-Hits-Xbox-360/dp/B001TORSII/ref=sr_1_1?ie=UTF8&qid=1516873692&sr=8-1&keywords=Mass+Effect+2,,,,,,,
Super Mario RPG: Legend of the Seven Stars ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Mario%20RPG:%20Legend%20of%20the%20Seven%20Stars-285x380.jpg,https://www.amazon.com/Super-Mario-RPG-Legend-Seven-Nintendo/dp/B00002SVG3/ref=sr_1_1?ie=UTF8&qid=1516873709&sr=8-1&keywords=Super+Mario+RPG%3A+Legend+of+the+Seven+Stars,,,,,,,
The Walking Dead ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Walking%20Dead-285x380.jpg,https://www.amazon.com/Walking-Dead-Season-DVD/dp/B06Y2J2TLG/ref=sr_1_1_sspa?ie=UTF8&qid=1516873725&sr=8-1-spons&keywords=The+Walking+Dead&psc=1&smid=A23WX7RD5FNWEM,,,,,,,
Emily Wants to Play Too ,https://static-cdn.jtvnw.net/ttv-boxart/Emily%20Wants%20to%20Play%20Too-285x380.jpg,https://www.amazon.com/Daddy-Says-So-always-Captivity-ebook/dp/B06XT3176P/ref=sr_1_1?ie=UTF8&qid=1516873742&sr=8-1&keywords=Emily+Wants+to+Play+Too,,,,,,,
SIMCITY (2013) ,https://static-cdn.jtvnw.net/ttv-boxart/SIMCITY%20%282013%29-285x380.jpg,https://www.amazon.com/Free-Casino-Slots-Bonuses-Ringtune/dp/B00UKTTIFO/ref=sr_1_11?ie=UTF8&qid=1516873766&sr=8-11&keywords=SIMCITY+%282013%29,,,,,,,
Tower of Saviors ,https://static-cdn.jtvnw.net/ttv-boxart/Tower%20of%20Saviors-285x380.jpg,https://www.amazon.com/Mobile-Tower-Superdog-Puppy-Savior/dp/B01MTA71WA/ref=sr_1_1?ie=UTF8&qid=1516873784&sr=8-1&keywords=Tower+of+Saviors,,,,,,,
Nantucket ,https://static-cdn.jtvnw.net/ttv-boxart/Nantucket-285x380.jpg,https://www.amazon.com/Nantucket-Island-Living-Leslie-Linsley/dp/1584797231/ref=sr_1_1?ie=UTF8&qid=1516873801&sr=8-1&keywords=Nantucket,,,,,,,
Wolfenstein: The New Order ,https://static-cdn.jtvnw.net/ttv-boxart/Wolfenstein:%20The%20New%20Order-285x380.jpg,https://www.amazon.com/Wolfenstein-New-Order-Xbox-One/dp/B00CYH0YHQ/ref=sr_1_1?ie=UTF8&qid=1516873817&sr=8-1&keywords=Wolfenstein%3A+The+New+Order,,,,,,,
Layers of Fear ,https://static-cdn.jtvnw.net/ttv-boxart/Layers%20of%20Fear-285x380.jpg,https://www.amazon.com/Layers-Fear-Masterpiece-Online-Game/dp/B073XT7VTD/ref=sr_1_1?ie=UTF8&qid=1516873830&sr=8-1&keywords=Layers+of+Fear,,,,,,,
EA Sports UFC 2 ,https://static-cdn.jtvnw.net/ttv-boxart/EA%20Sports%20UFC%202-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/143-7716388-0891414?url=search-alias%3Daps&field-keywords=EA+Sports+UFC+2+,,,,,,,
Ori and the Blind Forest ,https://static-cdn.jtvnw.net/ttv-boxart/Ori%20and%20the%20Blind%20Forest-285x380.jpg,https://www.amazon.com/Ori-Blind-Forest-Definitive-Xbox-One/dp/B01EJNUMQ0/ref=sr_1_1?ie=UTF8&qid=1516873858&sr=8-1&keywords=Ori+and+the+Blind+Forest,,,,,,,
Assassin's Creed IV: Black Flag ,https://static-cdn.jtvnw.net/ttv-boxart/Assassin%27s%20Creed%20IV:%20Black%20Flag-285x380.jpg,https://www.amazon.com/Assassins-Creed-IV-Black-Flag-PlayStation/dp/B00BMFIXOW/ref=sr_1_1?ie=UTF8&qid=1516873874&sr=8-1&keywords=Assassin%27s+Creed+IV%3A+Black+Flag,,,,,,,
Resident Evil HD Remaster ,https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%20HD%20Remaster-285x380.jpg,https://www.amazon.com/Resident-Evil-Origins-Collection-PlayStation-Standard/dp/B014KXMDPC/ref=sr_1_1?ie=UTF8&qid=1516873890&sr=8-1&keywords=Resident+Evil+HD+Remaster,,,,,,,
The Dig ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Dig-285x380.jpg,https://www.amazon.com/Dig-Matt-Turner-1/dp/1456347942/ref=sr_1_2?ie=UTF8&qid=1516873904&sr=8-2&keywords=The+Dig,,,,,,,
DragonBall Xenoverse 2 ,https://static-cdn.jtvnw.net/ttv-boxart/DragonBall%20Xenoverse%202-285x380.jpg,https://www.amazon.com/Dragon-Ball-Xenoverse-Xbox-One-Standard/dp/B01HQGWJOU/ref=sr_1_1?ie=UTF8&qid=1516873919&sr=8-1&keywords=DragonBall+Xenoverse+2,,,,,,,
Duke Nukem: Manhattan Project ,https://static-cdn.jtvnw.net/ttv-boxart/Duke%20Nukem:%20Manhattan%20Project-285x380.jpg,https://www.amazon.com/Duke-Nukem-Manhattan-Project-Jewel-Case/dp/B0002H8FC6/ref=sr_1_1?ie=UTF8&qid=1516873937&sr=8-1&keywords=Duke+Nukem%3A+Manhattan+Project,,,,,,,
ArcheAge ,https://static-cdn.jtvnw.net/ttv-boxart/ArcheAge-285x380.jpg,https://www.amazon.com/Anton-Lapshin-ArcheAge-Explorer/dp/B00GPLPW8S/ref=sr_1_2?ie=UTF8&qid=1516873952&sr=8-2&keywords=ArcheAge,,,,,,,
Star Trek Online ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Trek%20Online-285x380.jpg,https://www.amazon.com/Star-Trek-Online-PC/dp/B002673XJA/ref=sr_1_1?ie=UTF8&qid=1516873971&sr=8-1&keywords=Star+Trek+Online,,,,,,,
Bridge Constructor Portal ,https://static-cdn.jtvnw.net/ttv-boxart/Bridge%20Constructor%20Portal-285x380.jpg,https://www.amazon.com/ClockStone-STUDIO-Bridge-Constructor-FREE/dp/B008NAC0CU/ref=sr_1_fkmr0_1?ie=UTF8&qid=1516873987&sr=8-1-fkmr0&keywords=Bridge+Constructor+Portal,,,,,,,
Monster Hunter Generations ,https://static-cdn.jtvnw.net/ttv-boxart/Monster%20Hunter%20Generations-285x380.jpg,https://www.amazon.com/Monster-Hunter-Generations-Nintendo-3DS-Standard/dp/B01CJI62WA/ref=sr_1_1?ie=UTF8&qid=1516874006&sr=8-1&keywords=Monster+Hunter+Generations,,,,,,,
Doom II: Hell on Earth ,https://static-cdn.jtvnw.net/ttv-boxart/Doom%20II:%20Hell%20on%20Earth-285x380.jpg,https://www.amazon.com/Doom-II-Hell-Earth-PC/dp/B000KHIRCG/ref=sr_1_1?ie=UTF8&qid=1516874022&sr=8-1&keywords=Doom+II%3A+Hell+on+Earth,,,,,,,
Arms ,https://static-cdn.jtvnw.net/ttv-boxart/Arms-285x380.jpg,https://www.amazon.com/ARMS-Nintendo-Switch/dp/B01NBTWOVC/ref=sr_1_1?s=videogames&ie=UTF8&qid=1516874035&sr=1-1&keywords=Arms,,,,,,,
Mass Effect ,https://static-cdn.jtvnw.net/ttv-boxart/Mass%20Effect-285x380.jpg,https://www.amazon.com/Mass-Effect-Trilogy-Xbox-360/dp/B0050SYBL6/ref=sr_1_1?ie=UTF8&qid=1516874050&sr=8-1&keywords=Mass+Effect,,,,,,,
Donkey Kong 64 ,https://static-cdn.jtvnw.net/ttv-boxart/Donkey%20Kong%2064-285x380.jpg,https://www.amazon.com/Donkey-Kong-64-Nintendo/dp/B00002STEZ/ref=sr_1_1?ie=UTF8&qid=1516874064&sr=8-1&keywords=Donkey+Kong+64,,,,,,,
Pokemon Mystery Dungeon: Explorers of Sky ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Mystery%20Dungeon:%20Explorers%20of%20Sky-285x380.jpg,https://www.amazon.com/Pok%C3%A9mon-Mystery-Dungeon-Explorers-Nintendo-DS/dp/B002FCEVYM/ref=sr_1_1?ie=UTF8&qid=1516874077&sr=8-1&keywords=Pokemon+Mystery+Dungeon%3A+Explorers+of+Sky,,,,,,,
Unreal Tournament ,https://static-cdn.jtvnw.net/ttv-boxart/Unreal%20Tournament-285x380.jpg,https://www.amazon.com/Unreal-Tournament-III-Playstation-3/dp/B000V1OUVI/ref=sr_1_1?ie=UTF8&qid=1516874093&sr=8-1&keywords=Unreal+Tournament,,,,,,,
Russian Fishing 4 ,https://static-cdn.jtvnw.net/ttv-boxart/Russian%20Fishing%204-285x380.jpg,https://www.amazon.com/Colleer-Trooper-Trapper-Windproof-Facemask/dp/B01M8MY01G/ref=sr_1_1?ie=UTF8&qid=1516874108&sr=8-1&keywords=Russian+Fishing+4,,,,,,,
Movie Challenge ,https://static-cdn.jtvnw.net/ttv-boxart/Movie%20Challenge-285x380.jpg,https://www.amazon.com/Love-Dare-Alex-Kendrick/dp/1433679590/ref=sr_1_1?ie=UTF8&qid=1516874126&sr=8-1&keywords=Movie+Challenge,,,,,,,
Old School RuneScape ,https://static-cdn.jtvnw.net/ttv-boxart/Old%20School%20RuneScape-285x380.jpg,https://www.amazon.com/galajeu-Old-School-Price-Guide/dp/B00M26Q86A/ref=sr_1_3?ie=UTF8&qid=1516874141&sr=8-3&keywords=Old+School+RuneScape,,,,,,,
OK K.O.! Let's Be Heroes ,https://static-cdn.jtvnw.net/ttv-boxart/OK%20K.O.%21%20Let%27s%20Be%20Heroes-285x380.jpg,https://www.amazon.com/Lets-Be-Heroes/dp/B074MKCX4M/ref=sr_1_1?ie=UTF8&qid=1516874158&sr=8-1&keywords=OK+K.O.%21+Let%27s+Be+Heroes,,,,,,,
Mega Man X2 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X2-285x380.jpg,https://www.amazon.com/Mega-Man-X2-Super-Nintendo/dp/B00005NLI9/ref=sr_1_1?ie=UTF8&qid=1516874175&sr=8-1&keywords=Mega+Man+X2,,,,,,,
Crowfall ,https://static-cdn.jtvnw.net/ttv-boxart/Crowfall-285x380.jpg,https://www.amazon.com/Definite-Myself-Crowfall-Design-T-Shirt/dp/B01LP57FTW/ref=sr_1_1?ie=UTF8&qid=1516874190&sr=8-1&keywords=Crowfall,,,,,,,
Entropia Universe ,https://static-cdn.jtvnw.net/ttv-boxart/Entropia%20Universe-285x380.jpg,https://www.amazon.com/Entropia-Universe-Original-Soundtrack-Holmlid/dp/B06XJ52DWY/ref=sr_1_1?ie=UTF8&qid=1516874207&sr=8-1&keywords=Entropia+Universe,,,,,,,
Planet Coaster ,https://static-cdn.jtvnw.net/ttv-boxart/Planet%20Coaster-285x380.jpg,https://www.amazon.com/Planet-Coaster-PC/dp/B071L7TTRM/ref=sr_1_1?ie=UTF8&qid=1516874225&sr=8-1&keywords=Planet+Coaster,,,,,,,
Quiplash ,https://static-cdn.jtvnw.net/ttv-boxart/Quiplash-285x380.jpg,https://www.amazon.com/imperson8-Free-Family-Friendly-Party-Game/dp/B01AVK31QI/ref=sr_1_9?ie=UTF8&qid=1516874240&sr=8-9&keywords=Quiplash,,,,,,,
Paper Mario ,https://static-cdn.jtvnw.net/ttv-boxart/Paper%20Mario-285x380.jpg,https://www.amazon.com/Paper-Mario-Color-Splash-Wii-Standard/dp/B01CKGI4RM/ref=sr_1_1?ie=UTF8&qid=1516874255&sr=8-1&keywords=Paper+Mario,,,,,,,
NBA 2K17 ,https://static-cdn.jtvnw.net/ttv-boxart/NBA%202K17-285x380.jpg,https://www.amazon.com/NBA-2K17-Standard-Xbox-One/dp/B01HTRJGZ6/ref=sr_1_1?ie=UTF8&qid=1516874274&sr=8-1&keywords=NBA+2K17,,,,,,,
Darksiders II ,https://static-cdn.jtvnw.net/ttv-boxart/Darksiders%20II-285x380.jpg,https://www.amazon.com/Darksiders-2-Deathinitive-PlayStation-4-Standard/dp/B00TKLFOLK/ref=sr_1_1?ie=UTF8&qid=1516874291&sr=8-1&keywords=Darksiders+II,,,,,,,
XCOM 2 ,https://static-cdn.jtvnw.net/ttv-boxart/XCOM%202-285x380.jpg,https://www.amazon.com/XCOM-2-PlayStation-4/dp/B01GJMAOEE/ref=sr_1_1?ie=UTF8&qid=1516874308&sr=8-1&keywords=XCOM+2,,,,,,,
Divinity: Original Sin ,https://static-cdn.jtvnw.net/ttv-boxart/Divinity:%20Original%20Sin-285x380.jpg,https://www.amazon.com/Divinity-Original-Sin-Enhanced-PlayStation-4/dp/B0114I1Z50/ref=sr_1_1?ie=UTF8&qid=1516874324&sr=8-1&keywords=Divinity%3A+Original+Sin,,,,,,,
Halo Wars 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Halo%20Wars%202-285x380.jpg,https://www.amazon.com/Halo-Wars-2-Xbox-One/dp/B013GZ67Y8/ref=sr_1_1?ie=UTF8&qid=1516874341&sr=8-1&keywords=Halo+Wars+2,,,,,,,
Gundam Versus ,https://static-cdn.jtvnw.net/ttv-boxart/Gundam%20Versus-285x380.jpg,https://www.amazon.com/Gundam-Versus-PlayStation-4/dp/B072L3C3Q1/ref=sr_1_1?ie=UTF8&qid=1516874355&sr=8-1&keywords=Gundam+Versus,,,,,,,
Baldur's Gate II: Shadows of Amn ,https://static-cdn.jtvnw.net/ttv-boxart/Baldur%27s%20Gate%20II:%20Shadows%20of%20Amn-285x380.jpg,https://www.amazon.com/Baldurs-Gate-Ultimate-Collection-Shadows-Throne/dp/B00009ECGG/ref=sr_1_1?ie=UTF8&qid=1516874367&sr=8-1&keywords=Baldur%27s+Gate+II%3A+Shadows+of+Amn,,,,,,,
Ultra Street Fighter IV ,https://static-cdn.jtvnw.net/ttv-boxart/Ultra%20Street%20Fighter%20IV-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/146-1713538-2717630?url=search-alias%3Daps&field-keywords=Ultra+Street+Fighter+IV+,,,,,,,
Just Survive ,https://static-cdn.jtvnw.net/ttv-boxart/Just%20Survive-285x380.jpg,https://www.amazon.com/Coffee-Stain-Publishing-AB-Simulator/dp/B00X8LW4PC/ref=sr_1_1?ie=UTF8&qid=1516874394&sr=8-1&keywords=Just+Survive,,,,,,,
Star Wars: Knights of the Old Republic ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Wars:%20Knights%20of%20the%20Old%20Republic-285x380.jpg,https://www.amazon.com/Star-Wars-Knights-Old-Republic-Xbox/dp/B000067DPM/ref=sr_1_1?ie=UTF8&qid=1516874406&sr=8-1&keywords=Star+Wars%3A+Knights+of+the+Old+Republic,,,,,,,
Everybody's Golf ,https://static-cdn.jtvnw.net/ttv-boxart/Everybody%27s%20Golf-285x380.jpg,https://www.amazon.com/Everybodys-Golf-PlayStation-4/dp/B071R4XTK3/ref=sr_1_1?ie=UTF8&qid=1516874419&sr=8-1&keywords=Everybody%27s+Golf,,,,,,,
Star Ocean: The Last Hope ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Ocean:%20The%20Last%20Hope-285x380.jpg,https://www.amazon.com/Star-Ocean-Last-Hope-Xbox-360/dp/B001LGFPSY/ref=sr_1_1?ie=UTF8&qid=1516874434&sr=8-1&keywords=Star+Ocean%3A+The+Last+Hope,,,,,,,
Dungeon Defenders II ,https://static-cdn.jtvnw.net/ttv-boxart/Dungeon%20Defenders%20II-285x380.jpg,https://www.amazon.com/Medusa-Plague-Dragonlance-Defenders-Magic/dp/B00BFGSL9K/ref=sr_1_1?ie=UTF8&qid=1516874449&sr=8-1&keywords=Dungeon+Defenders+II,,,,,,,
Fran Bow ,https://static-cdn.jtvnw.net/ttv-boxart/Fran%20Bow-285x380.jpg,https://www.amazon.com/Adventure-Escape-Asylum-Murder-Mystery/dp/B01771HMOG/ref=sr_1_1?ie=UTF8&qid=1516874462&sr=8-1&keywords=Fran+Bow,,,,,,,
The Infectious Madness of Doctor Dekker ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Infectious%20Madness%20of%20Doctor%20Dekker-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/144-8838538-8093152?url=search-alias%3Daps&field-keywords=The+Infectious+Madness+of+Doctor+Dekker+,,,,,,,
NBA Live 18 ,https://static-cdn.jtvnw.net/ttv-boxart/NBA%20Live%2018-285x380.jpg,https://www.amazon.com/NBA-LIVE-18-One-Xbox/dp/B074NLBDJZ/ref=sr_1_1?s=videogames&ie=UTF8&qid=1516874490&sr=1-1&keywords=NBA+Live+18,,,,,,,
HITMAN ,https://static-cdn.jtvnw.net/ttv-boxart/HITMAN-285x380.jpg,https://www.amazon.com/Warrior-Regulator-Hitman-Shoulder-Small/dp/B015ZZJQJA/ref=sr_1_1_sspa?ie=UTF8&qid=1516874503&sr=8-1-spons&keywords=HITMAN&psc=1,,,,,,,
Xenoblade Chronicles ,https://static-cdn.jtvnw.net/ttv-boxart/Xenoblade%20Chronicles-285x380.jpg,https://www.amazon.com/XenoBlade-Chronicles-Pc/dp/B007RNWUC4/ref=sr_1_1?s=videogames&ie=UTF8&qid=1516874521&sr=1-1&keywords=Xenoblade+Chronicles,,,,,,,
Super Street Fighter II Turbo ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Street%20Fighter%20II%20Turbo-285x380.jpg,https://www.amazon.com/Street-Fighter-II-Turbo-Super-Nintendo/dp/B000EUNA6M/ref=sr_1_1?ie=UTF8&qid=1516874539&sr=8-1&keywords=Super+Street+Fighter+II+Turbo,,,,,,,
Project CARS 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Project%20CARS%202-285x380.jpg,https://www.amazon.com/Fanatec-Motorsport-Racing-Pedals-Xbox-One/dp/B0753DZXVQ/ref=sr_1_1_sspa?ie=UTF8&qid=1516874552&sr=8-1-spons&keywords=Project+CARS+2&psc=1,,,,,,,
Borderlands: The Handsome Collection ,https://static-cdn.jtvnw.net/ttv-boxart/Borderlands:%20The%20Handsome%20Collection-285x380.jpg,https://www.amazon.com/Borderlands-Handsome-Collection-Playstation-Games-Sony/dp/B00SHXKC8M/ref=sr_1_1?ie=UTF8&qid=1516874565&sr=8-1&keywords=Borderlands%3A+The+Handsome+Collection,,,,,,,
Prismata ,https://static-cdn.jtvnw.net/ttv-boxart/Prismata-285x380.jpg,https://www.amazon.com/Prismata-Dank-Bernhard-Hanssler-German/dp/3794030303/ref=sr_1_1?ie=UTF8&qid=1516874581&sr=8-1&keywords=Prismata,,,,,,,
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad? ,https://static-cdn.jtvnw.net/ttv-boxart/Shower%20With%20Your%20Dad%20Simulator%202015:%20Do%20You%20Still%20Shower%20With%20Your%20Dad%3F-285x380.jpg,https://www.amazon.com/s/ref=nb_sb_noss/140-0254268-2434434?url=search-alias%3Daps&field-keywords=Shower+With+Your+Dad+Simulator+2015%3A+Do+You+Still+Shower+With+Your+Dad%3F+,,,,,,,
SpongeBob SquarePants: Battle for Bikini Bottom ,https://static-cdn.jtvnw.net/ttv-boxart/SpongeBob%20SquarePants:%20Battle%20for%20Bikini%20Bottom-285x380.jpg,https://www.amazon.com/SpongeBob-SquarePants-Battle-Bikini-Bottom-Pc/dp/B0000AHRPM/ref=sr_1_1?ie=UTF8&qid=1516874604&sr=8-1&keywords=SpongeBob+SquarePants%3A+Battle+for+Bikini+Bottom,,,,,,,
Papers, Please ,https://www.amazon.com/Scott-Multifold-Fast-Drying-Absorbency-Pockets/dp/B001AZKS4W/ref=sr_1_1_sspa?ie=UTF8&qid=1516874618&sr=8-1-spons&keywords=Papers&psc=1,,,,,,,
